subst.;1077;chaîne
subst.;1568;chair
subst.;1422;chaise
subst.;1442;chaleur
subst.;6835;chambre
subst.;2979;champ
subst.;913;chance
subst.;1219;changement
verbe;3258;changer
subst.;1098;chant
verbe;2332;chanter
dét.;8419;chaque
subst.;1218;charge
verbe;2389;charger
subst.;691;chasse
verbe;1187;chasser
subst.;861;chat
adj.;1349;chaud
subst.;4503;chef
subst.;3711;chemin
subst.;800;chemise
adj.;6059;cher
verbe;7304;chercher
subst.;3237;cheval
subst.;3704;cheveu
prép.;12698;chez
subst.;2539;chien
subst.;896;chiffre
verbe;1912;choisir
subst.;952;choix
subst.;15524;chose
subst.;804;chute
adv.;3223;ci
subst.;7433;ciel
numér.;6723;cinq
numér.;2072;cinquante
subst.;1113;circonstance
adj.;1336;clair
adj.;684;claire
subst.;1997;classe
subst.;686;clef
subst.;11312;coeur
subst.;2306;coin
subst.;1790;colère
subst.;1239;colline
subst.;833;colon
subst.;1087;combat
adv.;2280;combien
verbe;934;commander
adv.;4324;comme
conj.;59902;comme
subst.;728;commencement
verbe;5783;commencer
adv.;4163;comment
conj.;2721;comment
adj.;689;commun
subst.;1184;compagnie
subst.;1108;compagnon
adj.;1199;complet
adv.;815;complètement
verbe;1217;composer
verbe;9037;comprendre
subst.;3002;compte
verbe;3248;compter
verbe;877;conclure
verbe;920;condamner
subst.;2006;condition
verbe;2735;conduire
subst.;1539;confiance
verbe;976;confier
verbe;608;confondre
subst.;1469;connaissance
verbe;9769;connaître
subst.;1784;conscience
subst.;2318;conseil
verbe;745;consentir
verbe;2092;considérer
verbe;1060;construire
verbe;712;consulter
verbe;1696;contenir
adj.;992;content
verbe;801;contenter
verbe;4022;continuer
subst.;1244;contraire
prép.;10692;contre
verbe;1116;convenir
subst.;1167;conversation
subst.;724;corde
subst.;6425;corps
subst.;1626;côte
subst.;7245;côté
subst.;1469;cou
subst.;835;couche
verbe;2889;coucher
verbe;1687;couler
subst.;2890;couleur
subst.;9991;coup
verbe;1499;couper
subst.;2776;cour
subst.;1363;courage
subst.;992;courant
verbe;4059;courir
subst.;2797;cours
subst.;868;course
adj.;1386;court
verbe;1128;coûter
verbe;2491;couvrir
verbe;2047;craindre
subst.;1006;crainte
verbe;1856;créer
verbe;1006;creuser
subst.;3240;cri
verbe;4449;crier
subst.;1537;crise
verbe;13881;croire
verbe;634;croiser
subst.;1192;croix
adj.;929;cruel
subst.;1180;cuisine
adj.;738;curieux
subst.;1037;curiosité
adv.;3783;d'abord
subst.;2333;dame
subst.;1717;danger
adj.;970;dangereux
prép.;139185;dans
verbe;1275;danser
dét.;2865;d'autres
pron.;1734;d'autres
adv.;1218;davantage
dét.;119106;de
prép.;862100;de
adv.;2515;debout
subst.;1432;début
verbe;827;déchirer
verbe;2415;décider
verbe;1544;déclarer
verbe;1918;découvrir
verbe;672;décrire
subst.;940;défaut
verbe;1864;défendre
verbe;602;dégager
adv.;1491;dehors
subst.;649;dehors
adv.;8170;déjà
adv.;1136;delà
adv.;2076;demain
subst.;657;demain
subst.;1268;demande
verbe;12597;demander
verbe;2709;demeurer
adj.;1247;demi
subst.;1470;dent
subst.;1276;départ
verbe;933;dépasser
verbe;1126;déposer
adv.;1527;depuis
prép.;8907;depuis
adj.;6650;dernier
subst.;1585;dernier
prép.;3019;derrière
prép.;4141;dès
verbe;3955;descendre
subst.;1282;désert
subst.;1154;désespoir
verbe;644;désigner
subst.;2790;désir
verbe;1512;désirer
adv.;833;désormais
verbe;881;dessiner
adv.;4657;dessus
verbe;641;détacher
subst.;1544;détail
verbe;1095;détruire
numér.;30211;deux
adv.;1163;devant
prép.;9995;devant
verbe;9759;devenir
verbe;2095;deviner
subst.;1787;devoir
verbe;22703;devoir
subst.;10661;dieu
adj.;2254;différent
adj.;1921;difficile
adj.;1350;digne
subst.;928;dimanche
verbe;72134;dire
subst.;1517;direction
verbe;1593;diriger
subst.;1443;discours
subst.;876;discussion
verbe;754;discuter
verbe;2689;disparaître
verbe;1084;disposer
subst.;883;distance
verbe;1261;distinguer
adj.;803;divers
numér.;6609;dix
subst.;2222;docteur
subst.;2289;doigt
verbe;942;dominer
conj.;13562;donc
verbe;16795;donner
pron.;17797;dont
verbe;3438;dormir
subst.;2348;dos
adj.;1046;double
adv.;1620;doucement
subst.;901;douceur
subst.;2749;douleur
subst.;4977;doute
verbe;1488;douter
adj.;4355;doux
numér.;1591;douze
subst.;666;drame
verbe;1528;dresser
adj.;1022;droit
subst.;4595;droit
adj.;901;droite
subst.;1370;droite
adj.;899;drôle
dét.;127384;du
adj.;1014;dur
prép.;1256;durant
verbe;1528;durer
subst.;9603;eau
subst.;1680;eaux
verbe;898;écarter
verbe;2240;échapper
verbe;1720;éclairer
subst.;1249;éclat
verbe;1323;éclater
subst.;1612;école
verbe;5216;écouter
verbe;916;écraser
verbe;6256;écrire
verbe;976;effacer
subst.;5829;effet
subst.;2468;effort
adj.;1175;égal
adv.;2100;également
interj.;4584;eh
subst.;1459;élément
verbe;2135;élever
pron.;126397;elle
verbe;1185;éloigner
verbe;2458;embrasser
verbe;1261;emmener
subst.;1393;émotion
verbe;2427;empêcher
subst.;1174;empire
verbe;1290;employer
verbe;2035;emporter
adv.;1680;en
prép.;143565;en
pron.;38935;en
adv.;19176;encore
verbe;987;endormir
subst.;2194;endroit
subst.;1060;énergie
subst.;938;enfance
subst.;13348;enfant
verbe;1016;enfermer
adv.;7126;enfin
verbe;1004;enfoncer
verbe;1309;engager
verbe;1215;enlever
subst.;1432;ennemi
adj.;1526;énorme
adv.;1953;ensemble
subst.;1603;ensemble
adv.;2032;ensuite
verbe;12009;entendre
adj.;2717;entier
verbe;1546;entourer
verbe;1636;entraîner
prép.;13684;entre
subst.;1507;entrée
verbe;7614;entrer
verbe;633;entretenir
verbe;1001;envelopper
subst.;1903;envie
adv.;1504;environ
verbe;3482;envoyer
adj.;954;épais
subst.;2163;épaule
subst.;1635;époque
verbe;1673;éprouver
subst.;928;erreur
subst.;1711;escalier
subst.;1872;espace
subst.;3238;espèce
verbe;2371;espérer
subst.;1475;espoir
subst.;7031;esprit
verbe;3254;essayer
verbe;651;essuyer
subst.;3994;est
conj.;362093;et
verbe;1556;établir
subst.;1023;étage
verbe;659;étaler
subst.;6489;état
adv.;1356;etc
subst.;1293;été
verbe;1169;éteindre
verbe;1884;étendre
subst.;731;étendue
adj.;1063;éternel
subst.;1788;étoile
verbe;1535;étonner
verbe;783;étouffer
adj.;2046;étrange
adj.;1366;étranger
subst.;1359;étranger
subst.;3345;être
verbe;351960;être
adj.;1181;étroit
subst.;2701;étude
verbe;1199;étudier
subst.;1906;événement
verbe;1568;éviter
verbe;1497;examiner
verbe;690;exécuter
subst.;2906;exemple
verbe;1279;exiger
subst.;1861;existence
verbe;2944;exister
subst.;1106;expérience
verbe;3238;expliquer
verbe;689;exposer
subst.;1990;expression
verbe;1951;exprimer
adj.;814;extraordinaire
subst.;4236;face
adj.;1280;facile
subst.;3784;façon
adj.;1934;faible
subst.;1072;faim
verbe;77608;faire
adj.;1075;fait
subst.;5343;fait
verbe;16078;falloir
subst.;4705;famille
subst.;824;fatigue
verbe;748;fatiguer
subst.;1613;faute
subst.;1125;fauteuil
adj.;1527;faux
subst.;937;faveur
subst.;26148;femme
subst.;3046;fenêtre
subst.;2284;fer
subst.;675;ferme
verbe;2590;fermer
subst.;1816;fête
subst.;4429;feu
subst.;2155;feuille
adj.;831;fidèle
adj.;1276;fier
subst.;4618;figure
verbe;853;figurer
subst.;1457;fil
subst.;11842;fille
subst.;5520;fils
adj.;643;fin
subst.;4217;fin
adj.;779;fine
verbe;4709;finir
adj.;779;fixe
verbe;1527;fixer
subst.;1426;flamme
subst.;3516;fleur
subst.;1309;flot
subst.;1920;foi
subst.;13191;fois
subst.;992;folie
subst.;1260;fonction
subst.;5861;fond
verbe;763;fonder
subst.;5835;force
verbe;1447;forcer
subst.;2122;forêt
subst.;3763;forme
verbe;2481;former
adj.;2851;fort
adv.;4350;fort
subst.;3010;fortune
adj.;2165;fou
subst.;2070;foule
adj.;1379;frais
subst.;5922;franc
adj.;3299;français
subst.;1921;français
verbe;759;franchir
subst.;877;françois
verbe;3161;frapper
subst.;7415;frère
adj.;3250;froid
subst.;1027;froid
subst.;4969;front
subst.;1200;fruit
verbe;1688;fuir
subst.;1117;fumée
verbe;1124;fumer
subst.;777;fusil
verbe;2485;gagner
subst.;2914;garçon
subst.;2575;garde
verbe;4272;garder
adj.;822;gauche
subst.;1617;gauche
adj.;3337;général
subst.;1882;général
subst.;1827;genou
subst.;1736;genre
subst.;7944;gens
subst.;2697;geste
subst.;1031;glace
verbe;2239;glisser
subst.;1440;gloire
subst.;1708;goût
subst.;1099;goutte
subst.;5470;gouvernement
prép.;1078;grâce
subst.;1873;grâce
subst.;605;grain
adj.;25388;grand
subst.;3809;grand
verbe;1006;grandir
adj.;1856;grave
adj.;1952;gris
adj.;4537;gros
subst.;2612;groupe
adv.;1044;guère
subst.;5273;guerre
verbe;921;habiller
subst.;788;habitant
verbe;1547;habiter
subst.;1866;habitude
subst.;1382;haine
verbe;709;haïr
subst.;2017;hasard
adj.;3953;haut
adv.;1253;haut
subst.;2233;haut
adj.;680;haute
subst.;1043;hauteur
subst.;1896;herbe
verbe;1232;hésiter
subst.;13940;heure
adj.;4332;heureux
adv.;2141;hier
subst.;4451;histoire
subst.;1745;hiver
subst.;33202;homme
subst.;2602;honneur
subst.;1076;honte
subst.;1722;horizon
prép.;1390;hors
subst.;2125;hôtel
numér.;4052;huit
adj.;3393;humain
adj.;746;humide
adv.;9098;ici
subst.;5686;idée
verbe;1797;ignorer
pron.;270395;il
subst.;1558;île
subst.;1724;image
verbe;1596;imaginer
adj.;2948;immense
adj.;1769;immobile
subst.;1322;importance
adj.;2416;important
verbe;1284;importer
verbe;1373;imposer
adj.;1818;impossible
subst.;1164;impression
adj.;1497;inconnu
verbe;1814;indiquer
verbe;834;inquiéter
subst.;953;inquiétude
verbe;996;inspirer
verbe;1383;installer
subst.;3807;instant
subst.;669;instinct
subst.;1309;intelligence
subst.;988;intention
verbe;1085;intéresser
subst.;3922;intérêt
adj.;1205;intérieur
subst.;2061;intérieur
verbe;944;interroger
verbe;1186;interrompre
adj.;993;inutile
verbe;986;inventer
verbe;828;inviter
adv.;14255;jamais
subst.;2204;jambe
subst.;2303;jardin
adj.;1360;jaune
pron.;184186;je
verbe;6610;jeter
subst.;2247;jeu
adj.;12593;jeune
subst.;1382;jeune
subst.;1368;jeunesse
subst.;3292;joie
verbe;730;joindre
adj.;2301;joli
subst.;1266;joue
verbe;4447;jouer
subst.;22232;jour
subst.;2699;journal
subst.;2149;journée
subst.;1832;juge
verbe;2202;juger
prép.;12465;jusque
adj.;1756;juste
subst.;1636;justice
adv.;22695;là
adj.;1792;large
subst.;2546;larme
dét.;1050561;le
pron.;105873;le
adj.;2158;léger
subst.;2281;lendemain
adv.;2281;lentement
pron.;8574;lequel
subst.;5946;lettre
dét.;33950;leur
pron.;6078;leur
verbe;5494;lever
subst.;2397;lèvre
subst.;2155;liberté
adj.;2147;libre
subst.;618;lien
verbe;877;lier
subst.;4554;lieu
subst.;2068;ligne
verbe;3340;lire
verbe;1075;lisser
subst.;3410;lit
subst.;4097;livre
verbe;1717;livrer
subst.;3236;loi
adv.;5996;loin
adj.;5562;long
subst.;2482;long
adv.;4355;longtemps
adv.;918;lors
conj.;4041;lorsque
subst.;818;loup
adj.;1422;lourd
subst.;1267;lueur
pron.;65988;lui
subst.;5622;lumière
pron.;3910;l'un
subst.;1494;lune
pron.;1587;l'une
subst.;1880;lutte
verbe;1062;lutter
subst.;1079;machine
subst.;4653;madame
adj.;1156;magnifique
subst.;15540;main
adv.;7024;maintenant
verbe;1853;maintenir
conj.;57690;mais
subst.;10287;maison
subst.;4916;maître
adv.;3097;mal
subst.;2861;mal
adj.;1115;malade
subst.;1443;maladie
prép.;3612;malgré
subst.;2603;malheur
verbe;4127;manger
subst.;2961;manier
verbe;2787;manquer
subst.;950;marchand
subst.;2341;marche
subst.;1508;marché
verbe;5747;marcher
subst.;30082;mari
subst.;4457;mari
subst.;2386;mariage
verbe;1752;marier
verbe;1285;marquer
subst.;1539;masse
subst.;1755;matière
subst.;5145;matin
adj.;2570;mauvais
pron.;71086;me
subst.;2093;médecin
adj.;1571;meilleur
verbe;2385;mêler
subst.;1704;membre
adj.;16081;même
adv.;19994;même
pron.;905;même
subst.;1861;mémoire
verbe;918;menacer
verbe;2133;mener
subst.;603;mensonge
verbe;670;mentir
subst.;17166;mer
verbe;795;mériter
subst.;2514;mesure
subst.;784;métier
verbe;15339;mettre
subst.;1902;midi
pron.;1099;mien
adv.;4881;mieux
subst.;5706;milieu
adj.;890;militaire
numér.;11758;mille
subst.;2633;million
adj.;800;mince
subst.;660;mine
subst.;3145;ministre
subst.;2192;minute
subst.;1353;miser
subst.;1012;mode
pron.;30053;moi
adj.;2077;moindre
adv.;9472;moins
subst.;5527;mois
subst.;1248;moitié
subst.;12274;moment
dét.;70121;mon
subst.;13737;monde
subst.;10489;monsieur
subst.;2818;montagne
verbe;5088;monter
verbe;6195;montrer
subst.;1292;morceau
adj.;1369;mort
subst.;7182;mort
subst.;9752;mot
verbe;6785;mourir
subst.;4231;mouvement
adj.;1679;moyen
subst.;3444;moyen
adj.;948;muet
subst.;4034;mur
subst.;1912;musique
subst.;820;naissance
verbe;2555;naître
subst.;1170;nation
subst.;3335;nature
adj.;2020;naturel
adv.;800;naturellement
adv.;186755;ne
adj.;2654;nécessaire
adj.;690;nerveux
adj.;1010;neuf
numér.;5508;neuf
subst.;1453;nez
conj.;11640;ni
adj.;7038;noir
subst.;1385;noir
adj.;694;noire
subst.;7795;nom
subst.;2517;nombre
adj.;949;nombreux
verbe;2754;nommer
adv.;14039;non
subst.;1411;nord
subst.;782;note
dét.;23883;notre
verbe;971;nourrir
pron.;62554;nous
adj.;7019;nouveau
subst.;3307;nouveau
adj.;1418;nu
subst.;2190;nuage
subst.;9694;nuit
dét.;690;nul
verbe;1065;obéir
subst.;2288;objet
verbe;1729;obliger
verbe;1757;observer
verbe;3124;obtenir
subst.;1327;occasion
verbe;3245;occuper
subst.;1913;odeur
subst.;3783;oeil
subst.;2811;oeuvre
subst.;1127;officier
verbe;3671;offrir
interj.;4766;oh
subst.;2661;oiseau
subst.;4939;ombre
pron.;70246;on
subst.;1909;oncle
conj.;1940;or
subst.;3326;or
subst.;4028;ordre
subst.;3063;oreille
verbe;2454;oser
conj.;34897;ou
pron.;36089;où
verbe;3965;oublier
adv.;9005;oui
adj.;1578;ouvert
subst.;1113;ouvrage
verbe;6169;ouvrir
subst.;1360;page
subst.;1700;pain
subst.;3446;paix
subst.;1314;palais
subst.;2256;papa
subst.;2875;papier
subst.;667;paquet
prép.;82277;par
verbe;5779;paraître
conj.;7824;parce que
verbe;822;parcourir
adj.;2914;pareil
subst.;1792;parent
adv.;855;parfaitement
adv.;3076;parfois
verbe;15814;parler
prép.;2547;parmi
subst.;5295;parole
subst.;4932;part
verbe;1198;partager
subst.;6102;parti
adj.;1446;particulier
subst.;4271;partie
verbe;6726;partir
adv.;2810;partout
verbe;1581;parvenir
adv.;103083;pas
subst.;6751;pas
subst.;1635;passage
adj.;781;passé
subst.;1352;passé
verbe;14976;passer
subst.;2448;passion
subst.;797;patron
subst.;700;paupière
adj.;5434;pauvre
subst.;1019;pauvre
verbe;3056;payer
subst.;7451;pays
subst.;855;paysage
subst.;1570;paysan
subst.;2534;peau
subst.;4859;peine
verbe;1550;pencher
prép.;8202;pendant
verbe;860;pendre
verbe;1574;pénétrer
subst.;5214;pensée
verbe;10358;penser
verbe;5786;perdre
adj.;625;perdu
subst.;11854;père
verbe;5467;permettre
subst.;1086;personnage
pron.;4164;personne
subst.;5391;personne
subst.;915;perte
verbe;1050;peser
adj.;19008;petit
subst.;3256;petit
adv.;16251;peu
subst.;5349;peuple
subst.;4574;peur
subst.;1697;phrase
subst.;2820;pièce
subst.;8040;pied
subst.;5127;pierre
subst.;992;pitié
subst.;6178;place
verbe;2214;placer
verbe;1168;plaindre
subst.;1072;plaine
verbe;2477;plaire
subst.;3656;plaisir
subst.;2365;plan
subst.;650;planche
subst.;759;plante
adj.;5413;plein
prép.;788;plein
verbe;3096;pleurer
verbe;1100;plonger
subst.;1895;pluie
adv.;75499;plus
dét.;3480;plusieurs
adv.;2328;plutôt
subst.;1211;poche
subst.;967;poésie
subst.;1573;poète
subst.;1221;poids
adv.;5961;point
subst.;5416;point
subst.;1066;pointe
subst.;1370;poitrine
subst.;1678;police
adj.;3054;politique
subst.;3071;politique
subst.;1495;pont
subst.;1106;port
subst.;8649;porte
verbe;7499;porter
subst.;865;portier
verbe;3841;poser
subst.;1381;position
verbe;1931;posséder
adj.;3013;possible
subst.;1535;poste
prép.;104779;pour
adv.;2131;pourquoi
conj.;4700;pourquoi
verbe;1719;poursuivre
adv.;3271;pourtant
verbe;3422;pousser
subst.;1413;poussière
subst.;3309;pouvoir
verbe;55394;pouvoir
verbe;650;précéder
adj.;715;précieux
verbe;791;précipiter
adj.;714;précis
verbe;1162;préférer
adj.;11731;premier
subst.;2722;premier
verbe;20489;prendre
verbe;2133;préparer
adv.;1894;près
prép.;4731;près
subst.;2187;présence
adj.;822;présent
subst.;1955;présent
verbe;3757;présenter
subst.;3272;président
adv.;5662;presque
verbe;977;presser
adj.;1813;prêt
verbe;1061;prétendre
verbe;1344;prêter
subst.;1065;preuve
verbe;999;prévenir
verbe;1751;prévoir
verbe;2265;prier
subst.;1264;prière
subst.;2108;prince
subst.;1524;principe
subst.;795;printemps
subst.;1024;prison
subst.;2616;prix
subst.;2547;problème
adj.;1136;prochain
verbe;2401;produire
subst.;627;professeur
verbe;851;profiter
adj.;3878;profond
adv.;730;profondément
subst.;2715;projet
verbe;1460;promener
verbe;1812;promettre
verbe;1905;prononcer
subst.;1349;propos
verbe;1676;proposer
adj.;3125;propre
verbe;1021;protéger
verbe;1285;prouver
adj.;2929;public
subst.;842;public
adv.;2013;puis
conj.;14257;puis
conj.;3139;puisque
subst.;1756;puissance
adj.;1506;puissant
adj.;2118;pur
subst.;2116;qualité
conj.;25592;quand
prép.;1470;quant à
numér.;2073;quarante
subst.;855;quart
subst.;1322;quartier
numér.;10970;quatre
conj.;176161;que
pron.;99412;que
adj.;10343;quel
adv.;2083;quelque
dét.;17953;quelque
pron.;1838;quelqu'un
subst.;4908;question
subst.;615;queue
pron.;148392;qui
numér.;2000;quinze
verbe;4180;quitter
pron.;5152;quoi
subst.;838;race
verbe;2794;raconter
subst.;5481;raison
verbe;988;ramasser
verbe;1203;ramener
subst.;898;rang
adj.;1351;rapide
adv.;924;rapidement
verbe;3362;rappeler
subst.;2426;rapport
verbe;1135;rapporter
adj.;1222;rare
verbe;675;rassurer
subst.;1602;rayon
subst.;1543;réalité
verbe;4891;recevoir
subst.;1705;recherche
verbe;897;réclamer
verbe;1169;recommencer
verbe;4198;reconnaître
verbe;638;recueillir
verbe;973;reculer
verbe;1177;réduire
adj.;937;réel
verbe;1128;réfléchir
subst.;746;réflexion
verbe;2420;refuser
subst.;7399;regard
verbe;14604;regarder
subst.;823;règle
verbe;731;regretter
verbe;821;rejeter
verbe;1210;rejoindre
subst.;1118;relation
verbe;1810;relever
subst.;1316;religion
verbe;1569;remarquer
verbe;1127;remercier
verbe;2700;remettre
verbe;1389;remonter
verbe;961;remplacer
verbe;1420;remplir
subst.;636;rencontre
verbe;3556;rencontrer
verbe;9002;rendre
verbe;816;renoncer
verbe;3099;rentrer
verbe;680;renverser
verbe;1032;répandre
subst.;735;repas
verbe;3079;répéter
verbe;12063;répondre
subst.;1877;réponse
verbe;1277;reposer
verbe;701;repousser
verbe;7544;reprendre
verbe;2067;représenter
verbe;622;réserver
subst.;802;résistance
verbe;1031;résister
verbe;1103;résoudre
subst.;1148;respect
verbe;871;respecter
verbe;1371;respirer
verbe;2349;ressembler
subst.;2530;reste
verbe;12155;rester
subst.;2136;résultat
verbe;1667;retenir
verbe;1487;retirer
verbe;674;retomber
subst.;1744;retour
verbe;3559;retourner
verbe;3717;retrouver
verbe;1314;réunir
verbe;1553;réussir
subst.;2455;rêve
verbe;1921;réveiller
verbe;1162;révéler
verbe;7114;revenir
verbe;1886;rêver
verbe;1436;revoir
subst.;1388;révolution
adj.;2048;riche
subst.;829;rideau
pron.;19379;rien
subst.;1692;rire
verbe;4662;rire
verbe;824;risquer
subst.;1489;robe
subst.;884;roche
subst.;1678;rocher
subst.;6588;roi
subst.;1716;rôle
subst.;760;roman
verbe;791;rompre
adj.;774;rond
adj.;869;rose
subst.;1019;rose
adj.;3576;rouge
subst.;633;rouge
verbe;1939;rouler
subst.;4155;route
subst.;6923;rue
subst.;899;ruine
subst.;1754;sable
subst.;1367;sac
adj.;1265;saint
subst.;5702;saint
verbe;2729;saisir
subst.;718;saison
subst.;2732;salle
verbe;1268;saluer
subst.;647;salut
subst.;3571;sang
prép.;35915;sans
subst.;1512;santé
verbe;843;satisfaire
verbe;1169;sauter
adj.;1053;sauvage
verbe;2554;sauver
subst.;661;savoir
verbe;15102;savoir
subst.;1925;scène
subst.;1634;science
pron.;168684;se
adj.;1638;sec
adj.;1431;second
subst.;1381;seconde
subst.;729;secours
adj.;1301;secret
subst.;2234;secret
subst.;720;secrétaire
subst.;2086;seigneur
subst.;1422;sein
prép.;3134;selon
subst.;2124;semaine
adj.;1384;semblable
verbe;9482;sembler
subst.;3245;sens
subst.;658;sentier
subst.;3548;sentiment
verbe;9585;sentir
verbe;1753;séparer
numér.;3289;sept
adj.;1022;sérieux
verbe;2792;serrer
subst.;3498;service
verbe;4806;servir
subst.;918;seuil
adj.;13104;seul
adv.;5544;seulement
adv.;32024;si
conj.;24024;si
subst.;2647;siècle
subst.;799;siège
pron.;1162;sien
subst.;2397;signe
verbe;947;signer
verbe;836;signifier
subst.;4541;silence
adj.;869;silencieux
adj.;2704;simple
adv.;1505;simplement
subst.;2664;situation
numér.;4463;six
adj.;2510;social
subst.;3079;société
pron.;1322;soi
subst.;2025;soin
subst.;6877;soir
subst.;1166;soirée
conj.;2297;soit
subst.;2812;sol
subst.;2398;soldat
subst.;6692;soleil
subst.;1142;solitude
adj.;3234;sombre
subst.;1635;somme
subst.;1251;sommeil
subst.;962;sommet
dét.;181161;son
subst.;1208;son
verbe;2792;songer
verbe;1221;sonner
subst.;4635;sorte
verbe;8768;sortir
subst.;2314;sou
adv.;1568;soudain
verbe;1363;souffler
subst.;1286;souffrance
verbe;2635;souffrir
verbe;960;souhaiter
verbe;1375;soulever
verbe;1052;soumettre
subst.;1482;source
adj.;930;sourd
subst.;2142;sourire
verbe;2904;sourire
prép.;15944;sous
verbe;1501;soutenir
subst.;2334;souvenir
verbe;2508;souvenir
adv.;4665;souvent
subst.;1280;spectacle
verbe;1140;subir
subst.;1561;succès
subst.;677;sueur
verbe;2201;suffire
subst.;3639;suite
adj.;1191;suivant
verbe;6397;suivre
subst.;1598;sujet
adj.;1649;supérieur
verbe;859;supporter
verbe;934;supposer
prép.;80180;sur
adj.;3211;sûr
verbe;1633;surprendre
adv.;3669;surtout
verbe;627;surveiller
subst.;2483;système
subst.;3472;table
subst.;1045;tache
subst.;646;tâche
subst.;1514;taille
verbe;1904;taire
conj.;3189;tandis que
adv.;7960;tant
adv.;1307;tantôt
subst.;695;tapis
adv.;3281;tard
pron.;28542;te
dét.;5505;tel
adv.;1504;tellement
subst.;1153;témoin
subst.;856;tempête
subst.;16785;temps
adj.;1039;tendre
verbe;2569;tendre
verbe;9312;tenir
verbe;1397;tenter
subst.;1687;terme
verbe;1419;terminer
subst.;1223;terrain
subst.;10786;terre
